,epoch,train_loss,train_standard_loss,validation_loss,test_loss,train_correlation,validation_correlation,test_correlation,epoch_duration,run_duration
0,1,7.12,7.12,5.52,5.48,-0.99,-1.0,-0.99,32.7,32.7
1,2,5.01,5.01,6.94,7.05,-0.98,-0.99,-0.98,32.2,65.0
2,3,4.97,4.97,5.16,5.19,-0.98,-0.99,-0.98,32.0,97.0
3,4,4.92,4.92,5.41,5.21,-0.96,-0.97,-0.95,32.1,129.1
4,5,5.07,5.07,5.9,5.78,-0.97,-0.98,-0.96,32.5,161.6
5,6,4.46,4.46,5.54,5.74,-0.97,-0.97,-0.96,32.5,194.1
6,7,4.64,4.64,9.54,9.24,-1.0,-1.0,-1.0,32.4,226.5
7,8,4.41,4.41,5.41,5.29,-0.95,-0.97,-0.96,32.9,259.3
8,9,4.46,4.46,6.8,7.41,-0.91,-0.92,-0.91,32.6,292.0
9,10,4.3,4.3,5.47,5.32,-0.98,-0.99,-0.98,32.7,324.7
10,11,4.24,4.24,5.44,5.34,-0.98,-0.99,-0.98,32.1,356.9
11,12,4.16,4.16,7.27,7.09,-0.99,-0.99,-1.0,32.5,389.3
12,13,4.38,4.38,5.81,5.97,-0.98,-0.96,-0.99,32.5,421.9
13,14,4.2,4.2,4.67,5.1,-0.76,-0.79,-0.79,32.2,454.0
14,15,3.83,3.83,4.51,5.3,-0.86,-0.88,-0.86,32.6,486.6
15,16,3.89,3.89,4.52,4.49,-0.92,-0.94,-0.9,32.2,518.8
16,17,3.75,3.75,3.84,4.21,-0.84,-0.87,-0.87,32.3,551.1
17,18,4.04,4.04,3.07,4.28,-0.74,-0.77,-0.75,32.5,583.6
18,19,3.68,3.68,5.35,5.39,-0.98,-0.98,-0.98,32.4,616.0
19,20,3.8,3.8,6.69,6.31,-1.0,-1.0,-1.0,32.6,648.6
20,21,3.96,3.96,3.79,3.94,-0.9,-0.91,-0.9,32.8,681.5
21,22,3.79,3.79,3.72,4.59,-0.36,-0.31,-0.42,32.3,713.7
22,23,3.73,3.73,5.4,6.62,-0.64,-0.63,-0.66,32.4,746.1
23,24,3.7,3.7,3.16,4.02,-0.73,-0.68,-0.78,32.1,778.2
24,25,3.48,3.48,3.03,3.71,-0.81,-0.8,-0.82,31.7,809.9
25,26,3.41,3.41,3.63,3.85,-0.93,-0.93,-0.91,32.0,841.9
26,27,3.81,3.81,3.5,4.6,-0.74,-0.73,-0.75,32.6,874.5
27,28,3.6,3.6,3.28,4.54,-0.64,-0.61,-0.68,33.2,907.7
28,29,3.39,3.39,4.21,5.7,-0.45,-0.41,-0.53,32.6,940.2
29,30,3.81,3.81,8.67,8.84,-0.97,-0.98,-0.98,32.6,972.9
30,31,3.61,3.61,3.45,4.34,-0.71,-0.71,-0.67,32.9,1005.7
31,32,3.41,3.41,3.99,4.96,-0.6,-0.62,-0.63,32.4,1038.2
32,33,3.51,3.51,6.25,6.2,-0.99,-0.98,-1.0,32.4,1070.6
33,34,3.44,3.44,2.89,3.97,-0.47,-0.4,-0.61,32.4,1103.0
34,35,3.51,3.51,4.43,5.26,-0.76,-0.77,-0.74,32.8,1135.8
35,36,3.37,3.37,9.67,10.11,-0.84,-0.87,-0.87,32.8,1168.6
36,37,3.36,3.36,5.01,5.71,-0.75,-0.76,-0.78,32.3,1200.8
37,38,3.43,3.43,6.6,6.51,-0.99,-0.98,-1.0,32.3,1233.1
38,39,3.38,3.38,4.61,4.77,-0.92,-0.91,-0.94,32.5,1265.6
39,40,3.31,3.31,2.88,3.74,-0.6,-0.56,-0.67,32.7,1298.3
40,41,3.46,3.46,3.89,4.94,-0.54,-0.5,-0.57,32.7,1331.0
41,42,3.47,3.47,5.96,6.74,-0.8,-0.77,-0.8,32.7,1363.7
42,43,3.28,3.28,6.03,6.22,-0.97,-0.96,-1.0,32.7,1396.4
43,44,3.38,3.38,2.7,3.63,-0.68,-0.67,-0.73,32.4,1428.8
