,epoch,train_loss,train_standard_loss,validation_loss,test_loss,train_correlation,validation_correlation,test_correlation,epoch_duration,run_duration
0,1,39.27,39.27,13.53,14.48,-1.0,-1.0,-1.0,24.2,24.2
1,2,13.48,13.48,25.49,25.81,-0.97,-0.96,-0.97,23.7,47.8
2,3,12.2,12.2,16.93,17.35,-0.89,-0.87,-0.89,23.7,71.5
3,4,12.23,12.23,13.16,13.21,-0.95,-0.94,-0.94,23.7,95.3
4,5,11.63,11.63,38.56,37.89,-0.99,-1.0,-1.0,23.8,119.1
5,6,13.59,13.59,26.23,26.48,-0.79,-0.78,-0.81,23.6,142.7
6,7,10.11,10.11,11.39,12.82,-0.99,-0.99,-0.99,23.7,166.4
7,8,10.01,10.01,12.37,12.53,-0.94,-0.95,-0.95,23.7,190.1
8,9,9.97,9.97,24.85,23.77,-0.79,-0.84,-0.83,23.7,213.7
9,10,11.93,11.93,19.97,19.95,-0.44,-0.43,-0.47,23.7,237.4
10,11,11.15,11.15,10.41,12.16,-0.9,-0.92,-0.93,23.7,261.1
11,12,11.21,11.21,19.31,20.29,-0.97,-0.98,-0.98,23.7,284.8
12,13,8.72,8.72,16.49,16.65,-1.0,-1.0,-1.0,23.7,308.5
13,14,12.01,12.01,39.31,39.92,-0.42,-0.49,-0.52,23.8,332.3
14,15,11.06,11.06,8.02,9.87,-0.89,-0.9,-0.89,23.8,356.1
15,16,10.75,10.75,10.18,11.43,-0.95,-0.97,-0.96,23.7,379.8
16,17,9.14,9.14,10.98,12.76,-0.99,-1.0,-1.0,23.7,403.5
17,18,8.05,8.05,15.85,16.31,-1.0,-1.0,-1.0,23.7,427.2
18,19,7.25,7.25,17.02,17.17,-1.0,-1.0,-1.0,23.7,451.0
19,20,10.14,10.14,39.14,38.34,-0.99,-1.0,-0.99,23.8,474.7
20,21,8.78,8.78,20.41,19.51,-0.95,-0.95,-0.98,23.7,498.5
21,22,8.88,8.88,30.19,31.6,-0.79,-0.83,-0.86,23.7,522.2
22,23,7.54,7.54,11.78,12.19,-0.96,-0.97,-0.98,23.7,545.9
23,24,8.61,8.61,9.62,11.48,-0.84,-0.85,-0.87,23.6,569.5
24,25,7.04,7.04,36.08,35.52,-1.0,-1.0,-1.0,23.7,593.2
25,26,7.69,7.69,50.53,51.24,-0.98,-1.0,-0.99,23.7,616.8
26,27,7.97,7.97,12.28,13.77,-0.64,-0.66,-0.73,23.7,640.5
27,28,6.83,6.83,29.27,28.72,-1.0,-1.0,-1.0,23.7,664.2
28,29,7.87,7.87,35.08,37.07,-0.41,-0.42,-0.59,23.7,687.9
29,30,7.87,7.87,30.01,29.47,-1.0,-1.0,-1.0,23.7,711.6
30,31,7.68,7.68,11.88,12.05,-0.95,-0.94,-0.97,23.7,735.3
31,32,7.4,7.4,10.97,11.96,-0.94,-0.93,-0.97,23.7,759.0
32,33,7.25,7.25,24.75,24.14,-1.0,-1.0,-1.0,23.7,782.7
33,34,8.73,8.73,27.21,28.57,-0.6,-0.67,-0.72,23.7,806.4
34,35,7.3,7.3,7.84,8.89,-0.72,-0.65,-0.83,23.6,830.0
35,36,7.06,7.06,8.97,10.1,-0.91,-0.87,-0.95,23.8,853.7
36,37,8.63,8.63,18.3,17.59,-0.99,-0.99,-0.99,23.7,877.4
37,38,6.88,6.88,24.41,23.68,-0.97,-0.97,-0.97,23.6,901.1
38,39,6.87,6.87,13.77,14.64,-1.0,-1.0,-1.0,23.7,924.8
39,40,7.77,7.77,13.3,13.42,-0.99,-0.98,-0.99,23.7,948.5
40,41,7.67,7.67,47.0,47.52,-1.0,-1.0,-1.0,23.8,972.2
41,42,7.59,7.59,14.03,15.88,-0.73,-0.66,-0.83,23.8,996.0
42,43,6.7,6.7,8.67,10.28,-0.29,-0.29,-0.46,23.7,1019.7
43,44,6.51,6.51,18.68,18.46,-1.0,-1.0,-1.0,23.7,1043.4
44,45,6.13,6.13,22.58,21.97,-0.99,-0.99,-1.0,23.7,1067.1
45,46,7.43,7.43,9.01,8.42,0.37,0.38,0.18,23.6,1090.7
46,47,6.89,6.89,9.99,10.24,-0.42,-0.28,-0.63,23.7,1114.4
47,48,6.43,6.43,28.4,30.16,-0.73,-0.68,-0.83,23.7,1138.1
48,49,7.33,7.33,8.9,10.12,-0.95,-0.93,-0.97,23.7,1161.8
49,50,6.37,6.37,13.83,14.58,-1.0,-1.0,-1.0,23.7,1185.5
50,51,6.49,6.49,15.67,15.42,-0.99,-0.99,-1.0,23.8,1209.2
51,52,5.69,5.69,12.1,13.58,-0.43,-0.39,-0.59,23.7,1233.0
52,53,6.74,6.74,20.45,19.85,-1.0,-0.99,-1.0,23.7,1256.7
53,54,5.81,5.81,8.27,8.85,-0.79,-0.72,-0.82,23.7,1280.4
54,55,6.75,6.75,7.02,8.49,-0.68,-0.59,-0.79,23.7,1304.1
55,56,8.3,8.3,12.29,12.8,-0.97,-0.97,-0.97,23.7,1327.8
56,57,6.78,6.78,25.15,27.24,-0.34,-0.23,-0.5,23.7,1351.5
57,58,7.04,7.04,32.3,34.65,-0.46,-0.4,-0.6,23.8,1375.3
58,59,6.25,6.25,5.35,6.98,-0.61,-0.53,-0.75,23.7,1399.0
59,60,5.38,5.38,15.59,15.64,-1.0,-1.0,-1.0,23.7,1422.7
60,61,6.77,6.77,7.65,8.6,-0.85,-0.79,-0.91,23.7,1446.4
61,62,6.65,6.65,17.8,17.21,-1.0,-0.99,-1.0,23.7,1470.1
62,63,6.04,6.04,25.14,24.65,-1.0,-0.99,-1.0,23.7,1493.8
63,64,6.16,6.16,36.4,38.35,-0.77,-0.75,-0.83,23.7,1517.6
64,65,6.54,6.54,6.93,8.08,-0.56,-0.45,-0.72,23.7,1541.3
65,66,6.35,6.35,13.93,14.15,-0.99,-0.99,-1.0,23.7,1565.1
66,67,6.56,6.56,24.76,26.99,-0.25,-0.14,-0.37,23.7,1588.8
67,68,7.44,7.44,44.5,45.04,-0.98,-0.98,-0.97,23.7,1612.5
68,69,7.55,7.55,9.11,10.14,0.05,0.07,-0.2,23.7,1636.2
69,70,6.42,6.42,6.25,7.63,-0.76,-0.68,-0.86,23.7,1659.9
70,71,7.21,7.21,28.61,30.34,-0.57,-0.61,-0.71,23.7,1683.6
