,epoch,train_loss,train_standard_loss,validation_loss,test_loss,train_correlation,validation_correlation,test_correlation,epoch_duration,run_duration
0,1,6.33,6.33,15.35,15.51,-0.76,-0.7,-0.78,37.4,37.4
1,2,4.58,4.58,3.99,4.1,-0.9,-0.91,-0.89,36.0,73.4
2,3,4.21,4.21,5.46,5.5,-0.97,-0.96,-0.97,36.9,110.3
3,4,4.16,4.16,9.59,10.38,-0.21,-0.09,-0.18,36.5,146.8
4,5,3.91,3.91,6.58,6.44,-0.97,-0.97,-0.97,36.6,183.4
5,6,4.13,4.13,4.88,4.78,-0.96,-0.95,-0.96,36.7,220.2
6,7,4.02,4.02,7.23,6.83,-0.97,-0.97,-0.97,36.7,256.8
7,8,3.98,3.98,3.77,4.46,-0.77,-0.77,-0.76,36.7,293.6
8,9,3.9,3.9,11.18,12.34,-0.54,-0.58,-0.61,36.6,330.2
9,10,3.96,3.96,5.89,5.81,-0.95,-0.95,-0.94,36.8,366.9
10,11,4.09,4.09,5.45,5.36,-0.93,-0.91,-0.94,36.6,403.6
11,12,3.6,3.6,8.6,9.42,-0.47,-0.46,-0.49,36.6,440.2
12,13,3.71,3.71,6.12,6.55,-0.25,-0.09,-0.4,37.0,477.2
13,14,4.0,4.0,4.33,4.25,-0.9,-0.9,-0.92,36.6,513.9
14,15,3.48,3.48,3.83,4.23,-0.84,-0.86,-0.86,36.6,550.5
15,16,4.06,4.06,8.15,7.64,-0.97,-0.98,-0.97,36.6,587.0
16,17,4.09,4.09,4.94,4.8,-0.75,-0.74,-0.8,36.8,623.8
17,18,3.78,3.78,3.82,3.85,-0.83,-0.82,-0.82,36.8,660.6
18,19,4.13,4.13,9.58,9.18,-0.99,-1.0,-1.0,37.0,697.6
19,20,3.61,3.61,8.91,8.58,-0.98,-0.99,-0.98,36.8,734.4
20,21,3.93,3.93,4.06,5.13,-0.49,-0.4,-0.53,36.5,770.9
21,22,3.65,3.65,3.67,3.64,-0.7,-0.76,-0.73,36.9,807.8
22,23,3.58,3.58,14.3,15.08,-0.15,-0.13,-0.33,37.0,844.8
