,epoch,train_loss,train_standard_loss,validation_loss,test_loss,train_correlation,validation_correlation,test_correlation,epoch_duration,run_duration
0,1,31.71,22.43,976.15,964.33,-0.75,-0.72,-0.73,17.1,17.1
1,2,16.66,15.42,230.34,224.74,-0.9,-0.89,-0.9,16.6,33.7
2,3,14.64,12.13,42.38,44.17,-0.96,-0.95,-0.97,16.7,50.3
3,4,14.73,13.82,30.78,31.78,-0.87,-0.88,-0.9,16.6,67.0
4,5,14.02,14.09,13.87,13.61,-0.57,-0.59,-0.56,16.7,83.7
5,6,12.3,13.45,39.49,40.15,-0.89,-0.9,-0.92,16.6,100.2
6,7,11.85,11.57,28.44,27.91,-0.43,-0.47,-0.53,16.6,116.9
7,8,14.98,15.56,25.2,27.24,-0.79,-0.82,-0.87,16.6,133.5
8,9,9.99,9.56,27.81,28.52,-0.9,-0.9,-0.93,16.6,150.1
9,10,9.14,8.65,28.83,29.66,-0.81,-0.83,-0.86,16.5,166.7
10,11,9.15,8.82,14.35,16.31,-0.04,-0.14,-0.22,16.6,183.3
11,12,11.14,11.28,10.99,12.48,0.43,0.42,0.46,16.6,199.9
12,13,8.88,8.44,5.45,6.05,-0.54,-0.54,-0.55,16.6,216.5
13,14,9.54,9.92,20.34,23.26,0.45,0.3,0.34,16.6,233.1
14,15,10.49,10.87,13.25,13.42,-0.88,-0.87,-0.92,16.7,249.8
15,16,9.96,9.8,27.55,29.93,-0.98,-0.98,-0.99,16.6,266.4
16,17,7.77,7.93,29.06,30.21,-0.81,-0.8,-0.85,16.7,283.1
17,18,7.38,7.64,24.3,24.38,-0.96,-0.96,-0.97,16.7,299.8
18,19,9.8,10.28,22.38,21.71,-0.95,-0.96,-0.98,16.6,316.5
19,20,10.01,9.63,37.54,41.12,0.24,0.26,0.13,16.7,333.1
20,21,8.1,8.33,27.36,30.91,0.44,0.4,0.25,16.7,349.8
21,22,9.62,9.96,47.17,48.77,-0.61,-0.61,-0.75,16.7,366.5
22,23,10.35,10.18,11.49,10.34,0.26,0.03,0.18,16.6,383.1
23,24,7.28,7.91,9.96,8.43,0.13,-0.0,0.04,16.6,399.7
24,25,9.15,9.39,9.58,7.63,0.22,0.03,0.13,16.5,416.2
25,26,8.42,9.32,51.78,53.68,-0.49,-0.49,-0.63,16.6,432.8
26,27,8.11,8.42,43.38,43.95,-0.95,-0.94,-0.96,16.7,449.5
