,epoch,train_loss,train_standard_loss,validation_loss,test_loss,train_correlation,validation_correlation,test_correlation,epoch_duration,run_duration
0,1,5.87,5.87,6.32,5.78,-0.72,-0.81,-0.9,25.0,25.0
1,2,4.89,4.89,9.51,9.69,-0.95,-0.94,-0.96,25.1,50.0
2,3,5.22,5.22,21.92,22.44,-0.97,-0.95,-0.97,25.3,75.4
3,4,4.38,4.38,4.23,4.95,-0.97,-0.96,-0.97,25.1,100.5
4,5,4.24,4.24,5.02,5.21,-0.96,-0.96,-0.97,25.2,125.7
5,6,4.22,4.22,3.83,4.1,-0.85,-0.82,-0.92,24.9,150.6
6,7,4.53,4.53,4.95,5.66,-0.92,-0.93,-0.97,25.3,175.9
7,8,4.17,4.17,16.5,16.57,-0.93,-0.89,-0.92,25.0,200.9
8,9,3.92,3.92,5.42,4.72,-0.61,-0.63,-0.79,25.2,226.1
9,10,4.14,4.14,5.0,5.3,-0.84,-0.87,-0.94,25.2,251.3
10,11,4.13,4.13,10.64,11.45,-0.89,-0.78,-0.89,25.4,276.8
11,12,4.02,4.02,6.12,6.41,-0.99,-0.99,-0.99,25.0,301.8
12,13,3.76,3.76,30.17,29.66,-0.79,-0.66,-0.76,25.3,327.0
13,14,3.95,3.95,4.56,5.49,-0.91,-0.89,-0.97,25.2,352.2
14,15,3.69,3.69,23.95,22.46,-0.55,-0.42,-0.62,25.0,377.2
15,16,3.95,3.95,5.72,5.97,-0.98,-0.97,-0.98,25.2,402.4
16,17,3.97,3.97,51.16,49.45,-0.16,-0.11,-0.29,25.1,427.5
17,18,3.89,3.89,5.5,5.72,-0.98,-0.97,-0.98,25.2,452.7
18,19,3.52,3.52,24.94,23.33,-0.62,-0.44,-0.66,25.3,478.0
19,20,3.82,3.82,3.48,4.42,-0.81,-0.82,-0.91,25.4,503.4
20,21,3.65,3.65,4.13,3.73,-0.53,-0.53,-0.78,25.2,528.6
21,22,3.68,3.68,7.24,7.53,-0.98,-0.98,-0.99,25.1,553.7
22,23,3.69,3.69,18.08,16.93,-0.11,-0.04,-0.34,25.3,579.0
23,24,4.09,4.09,3.22,3.59,-0.63,-0.44,-0.78,25.1,604.0
24,25,3.66,3.66,7.49,6.42,-0.43,-0.41,-0.63,24.9,629.0
25,26,3.6,3.6,6.97,7.56,-0.97,-0.95,-0.98,25.1,654.1
26,27,3.67,3.67,4.08,4.95,-0.9,-0.79,-0.93,25.0,679.1
27,28,3.51,3.51,3.52,4.29,-0.8,-0.66,-0.88,25.1,704.2
28,29,3.78,3.78,29.86,26.97,-0.12,0.27,-0.22,25.0,729.2
29,30,3.7,3.7,5.86,6.33,-0.99,-0.98,-0.99,25.0,754.2
30,31,4.0,4.0,5.74,5.62,-0.64,-0.54,-0.72,24.9,779.1
31,32,3.44,3.44,9.46,9.67,-0.99,-0.99,-0.99,25.0,804.1
32,33,3.84,3.84,3.63,3.68,-0.67,-0.61,-0.8,24.9,828.9
33,34,3.7,3.7,4.29,4.35,-0.5,-0.5,-0.77,25.0,854.0
34,35,4.08,4.08,5.52,4.96,-0.22,-0.09,-0.57,25.1,879.1
35,36,3.72,3.72,7.67,8.02,-0.98,-0.98,-0.99,24.8,903.9
36,37,3.91,3.91,7.61,7.05,-0.73,-0.71,-0.79,25.1,929.0
37,38,3.91,3.91,3.88,3.86,-0.28,-0.44,-0.72,25.1,954.1
38,39,3.52,3.52,3.54,4.36,-0.84,-0.85,-0.9,25.0,979.1
39,40,3.79,3.79,3.17,4.16,-0.86,-0.86,-0.93,24.9,1004.1
40,41,3.37,3.37,6.92,5.62,-0.22,-0.33,-0.63,25.0,1029.1
41,42,3.61,3.61,3.69,4.53,-0.76,-0.69,-0.85,25.0,1054.1
42,43,3.83,3.83,4.36,5.39,-0.92,-0.91,-0.96,24.9,1079.0
43,44,3.45,3.45,3.42,4.47,-0.88,-0.83,-0.93,25.0,1104.0
44,45,3.61,3.61,3.18,3.76,-0.8,-0.8,-0.89,24.8,1128.8
45,46,3.62,3.62,4.25,4.97,-0.93,-0.91,-0.93,25.3,1154.1
46,47,3.71,3.71,5.99,5.2,-0.38,-0.3,-0.59,25.1,1179.2
47,48,3.5,3.5,38.42,36.9,-0.3,-0.13,-0.38,25.1,1204.3
48,49,3.42,3.42,3.35,4.41,-0.88,-0.85,-0.95,25.1,1229.4
49,50,3.37,3.37,4.01,3.84,-0.42,-0.38,-0.66,25.1,1254.6
50,51,3.48,3.48,3.07,3.84,-0.58,-0.58,-0.75,25.1,1279.7
51,52,3.32,3.32,2.79,3.42,-0.68,-0.54,-0.79,25.1,1304.7
52,53,3.14,3.14,3.28,3.5,-0.45,-0.53,-0.74,24.9,1329.7
53,54,3.26,3.26,3.1,3.82,-0.49,-0.38,-0.64,25.2,1354.9
54,55,2.9,2.9,2.67,3.82,-0.62,-0.47,-0.7,25.0,1379.9
55,56,3.15,3.15,3.1,3.73,-0.68,-0.64,-0.77,25.1,1405.1
56,57,3.54,3.54,5.16,4.94,-0.18,-0.17,-0.45,24.9,1430.0
57,58,2.91,2.91,2.8,3.99,-0.3,-0.38,-0.6,25.3,1455.2
58,59,3.15,3.15,3.45,4.45,-0.89,-0.92,-0.93,25.3,1480.6
59,60,3.1,3.1,2.97,3.98,-0.69,-0.73,-0.75,25.0,1505.6
60,61,2.77,2.77,6.42,7.0,-0.95,-0.94,-0.95,24.9,1530.5
61,62,3.1,3.1,4.47,4.55,-0.51,-0.53,-0.67,25.3,1555.9
62,63,3.12,3.12,3.56,4.09,-0.44,-0.5,-0.68,25.0,1580.8
63,64,3.03,3.03,3.8,4.02,-0.61,-0.67,-0.76,25.3,1606.1
64,65,2.91,2.91,3.51,4.05,-0.75,-0.78,-0.8,25.3,1631.4
65,66,2.67,2.67,3.96,4.14,-0.09,-0.29,-0.47,25.1,1656.4
66,67,3.13,3.13,5.02,5.51,-0.91,-0.92,-0.92,24.8,1681.2
67,68,3.22,3.22,4.9,5.54,-0.89,-0.89,-0.9,25.0,1706.2
68,69,2.91,2.91,3.21,4.4,-0.8,-0.79,-0.84,25.0,1731.2
69,70,2.67,2.67,3.21,3.86,-0.8,-0.78,-0.83,25.1,1756.4
70,71,3.0,3.0,8.36,7.59,0.03,-0.23,-0.43,25.1,1781.5
71,72,3.15,3.15,6.06,6.8,-0.9,-0.87,-0.93,25.3,1806.7
72,73,3.04,3.04,3.33,3.67,-0.47,-0.5,-0.72,25.2,1831.9
73,74,2.94,2.94,3.28,4.19,-0.75,-0.79,-0.83,25.1,1857.1
74,75,2.59,2.59,3.04,4.02,-0.84,-0.83,-0.85,24.9,1882.0
75,76,2.68,2.68,10.63,9.56,-0.19,-0.2,-0.49,25.0,1907.0
76,77,2.99,2.99,3.87,4.16,-0.08,-0.3,-0.61,25.2,1932.3
77,78,2.8,2.8,7.7,7.52,0.28,-0.14,-0.34,25.1,1957.4
78,79,2.88,2.88,5.64,6.61,-0.93,-0.88,-0.92,25.0,1982.4
79,80,2.9,2.9,3.33,3.89,-0.69,-0.68,-0.82,24.9,2007.3
80,81,2.65,2.65,3.89,4.77,-0.86,-0.8,-0.86,25.2,2032.5
81,82,2.83,2.83,5.69,6.34,-0.94,-0.94,-0.97,25.2,2057.7
82,83,3.12,3.12,5.53,6.26,-0.95,-0.93,-0.94,24.8,2082.5
83,84,2.74,2.74,4.17,4.82,-0.15,-0.47,-0.63,24.9,2107.4
84,85,2.88,2.88,5.34,5.86,-0.9,-0.89,-0.92,25.2,2132.6
85,86,2.82,2.82,4.9,5.84,-0.88,-0.84,-0.91,25.2,2157.7
86,87,3.26,3.26,3.35,3.95,-0.45,-0.66,-0.8,24.9,2182.6
87,88,2.66,2.66,3.3,4.49,-0.74,-0.67,-0.79,24.9,2207.5
88,89,2.87,2.87,3.47,4.2,-0.73,-0.75,-0.84,25.0,2232.5
89,90,2.72,2.72,14.35,13.34,-0.0,-0.24,-0.45,25.0,2257.5
90,91,2.87,2.87,3.61,3.89,-0.42,-0.65,-0.77,25.3,2282.8
91,92,2.91,2.91,5.97,6.44,-0.92,-0.91,-0.94,25.0,2307.8
92,93,2.96,2.96,2.88,3.83,-0.69,-0.69,-0.81,25.1,2332.8
93,94,3.01,3.01,5.64,5.98,-0.95,-0.92,-0.94,25.2,2358.0
94,95,2.67,2.67,6.28,5.76,-0.06,-0.21,-0.51,25.3,2383.3
95,96,2.86,2.86,5.92,6.41,-0.92,-0.87,-0.91,25.2,2408.5
96,97,2.71,2.71,7.95,7.13,0.4,-0.03,-0.24,25.1,2433.6
