,epoch,train_loss,train_standard_loss,validation_loss,test_loss,train_correlation,validation_correlation,test_correlation,epoch_duration,run_duration
0,1,22.88,22.88,214.34,214.31,0.04,-0.1,0.11,18.5,18.5
1,2,12.28,12.28,22.5,22.08,-0.98,-0.99,-0.99,17.9,36.3
2,3,9.79,9.79,16.68,18.18,-1.0,-1.0,-1.0,17.9,54.3
3,4,9.73,9.73,13.14,13.42,-0.99,-0.99,-1.0,17.9,72.2
4,5,9.42,9.42,25.11,24.27,-0.96,-0.96,-0.97,17.8,90.0
5,6,9.95,9.95,39.53,41.26,-0.97,-0.98,-0.98,17.8,107.8
6,7,7.45,7.45,16.88,18.4,-0.98,-0.98,-0.99,17.9,125.7
7,8,7.61,7.61,9.36,9.07,-0.81,-0.75,-0.83,17.9,143.5
8,9,8.21,8.21,36.68,34.87,-0.82,-0.82,-0.84,17.9,161.5
9,10,7.14,7.14,24.71,23.97,-0.85,-0.8,-0.88,17.9,179.4
10,11,8.45,8.45,12.55,12.59,-0.99,-0.99,-1.0,17.8,197.2
11,12,7.65,7.65,15.86,15.02,-0.82,-0.75,-0.85,18.0,215.2
12,13,8.12,8.12,14.79,13.83,-0.07,-0.12,-0.03,18.0,233.2
13,14,9.3,9.3,140.11,144.1,-0.59,-0.72,-0.79,18.1,251.3
14,15,8.08,8.08,16.53,17.58,-0.9,-0.9,-0.91,18.0,269.3
15,16,8.74,8.74,37.88,37.01,-0.83,-0.84,-0.82,17.8,287.1
16,17,8.72,8.72,12.26,11.52,-0.9,-0.86,-0.9,17.8,304.9
17,18,10.14,10.14,11.35,12.1,-0.98,-0.97,-0.99,18.0,322.9
18,19,6.66,6.66,8.32,8.0,-0.91,-0.85,-0.92,17.8,340.7
19,20,6.55,6.55,41.1,40.51,-0.76,-0.73,-0.77,17.7,358.4
20,21,7.76,7.76,11.14,11.63,-0.96,-0.95,-0.96,17.8,376.2
21,22,8.91,8.91,16.02,17.42,-0.92,-0.92,-0.93,17.8,394.0
22,23,6.21,6.21,19.9,21.81,-0.97,-0.97,-0.99,17.9,412.0
23,24,8.0,8.0,16.29,16.72,-0.76,-0.67,-0.74,17.9,429.8
24,25,6.53,6.53,14.92,15.98,-0.99,-0.99,-1.0,17.8,447.7
25,26,8.27,8.27,20.8,23.2,-0.93,-0.94,-0.95,17.9,465.6
26,27,9.18,9.18,31.82,33.41,-0.98,-0.98,-0.99,17.9,483.5
27,28,5.97,5.97,13.14,13.9,-0.83,-0.75,-0.81,18.0,501.5
28,29,5.99,5.99,16.4,14.93,-0.31,-0.36,-0.35,18.0,519.4
29,30,7.09,7.09,9.67,9.0,-0.86,-0.85,-0.88,17.9,537.4
30,31,6.98,6.98,11.03,12.09,-0.99,-0.99,-0.99,18.0,555.4
31,32,8.32,8.32,7.4,5.46,-0.03,-0.17,0.0,18.1,573.5
32,33,8.73,8.73,35.79,34.5,-0.71,-0.71,-0.74,18.1,591.6
33,34,7.25,7.25,11.42,11.2,-0.99,-0.99,-0.99,18.1,609.6
34,35,7.61,7.61,12.12,11.44,-0.73,-0.67,-0.71,18.2,627.9
35,36,5.33,5.33,10.8,11.45,-0.98,-0.97,-0.98,18.4,646.2
36,37,8.02,8.02,8.03,7.69,-0.94,-0.86,-0.9,18.3,664.5
37,38,6.47,6.47,6.31,5.49,-0.66,-0.54,-0.58,18.2,682.7
38,39,5.18,5.18,11.91,11.98,-0.98,-0.97,-0.98,18.1,700.8
39,40,7.66,7.66,10.98,11.68,-0.57,-0.61,-0.62,18.2,719.1
40,41,6.63,6.63,16.5,18.41,-0.99,-0.99,-0.99,18.1,737.2
41,42,6.89,6.89,24.43,22.86,-0.53,-0.45,-0.44,18.2,755.3
42,43,5.74,5.74,50.15,48.67,-0.94,-0.93,-0.92,18.2,773.5
43,44,6.07,6.07,22.5,21.27,-0.4,-0.39,-0.38,18.1,791.7
44,45,6.44,6.44,18.28,17.3,-0.71,-0.62,-0.66,18.2,809.9
45,46,7.01,7.01,6.65,7.76,-0.78,-0.67,-0.73,18.2,828.1
46,47,5.58,5.58,5.27,6.3,-0.18,-0.2,-0.15,18.1,846.1
47,48,5.43,5.43,11.24,11.15,-0.88,-0.79,-0.86,18.3,864.5
48,49,6.3,6.3,9.86,10.95,-0.97,-0.94,-0.95,18.3,882.7
49,50,5.34,5.34,37.24,38.27,-0.53,-0.47,-0.5,18.2,900.9
50,51,6.48,6.48,9.6,10.23,-0.97,-0.95,-0.96,18.1,919.0
