,lambda_val,correlation
0,1.0,-0.18755094167621184
1,1.4,0.33912857870260876
2,1.0,0.03564763317505519
3,1.0,0.0878298208117485
4,1.0,0.07343680722018084
5,1.0,0.06092199124395847
6,1.0,0.2403886318206787
7,0.7142857142857143,0.05905066678921382
8,0.7142857142857143,0.08443845467021069
9,0.7142857142857143,0.06373321808253725
10,0.7142857142857143,-0.009248051792383194
11,0.6394368060053558,-0.017723482412596546
12,0.5479107937811002,-0.07549110241234303
13,0.6379400323168815,-0.0719230827720215
14,0.6687835328549524,-0.030212632225205503
15,0.6746097609140219,-0.06601094244979322
16,0.6794487076281124,-0.0633330917917192
17,0.6862288840147107,-0.044884346425533295
18,0.7007865219212818,-0.005086090105275313
19,0.7272316148825275,-0.03381513982700805
20,0.8072761924502173,-0.02074360599120458
21,0.8776022450711481,-0.002870161086320877
22,0.877184218278208,0.031229026538009446
23,0.8349345859751705,0.012168902748574812
24,0.8284350697168583,-0.005910135805606842
25,0.8316135966101159,-0.02060517047842344
