,lambda_val,correlation
0,1.0,-0.10284117112557092
1,1.4,0.393270380795002
2,1.0,0.21266311469177407
3,0.7142857142857143,0.0758742888768514
4,0.7142857142857143,0.08565121392409007
5,0.7142857142857143,0.19577374185125035
6,0.5102040816326531,-0.0873300681511561
7,0.5102040816326531,-0.08327333318690458
8,0.5102040816326531,0.1228982632358869
9,0.3644314868804665,0.0341720066498965
10,0.3644314868804665,0.028802094981074333
11,0.42688124467652766,0.09194119491924842
12,0.36243029636685853,0.04240024276077747
13,0.30033775004660823,0.024410038565595947
14,0.28296145936806594,-0.02856563652555148
15,0.31714399809899607,0.016995539888739586
16,0.5791176939108846,0.16220329950253168
17,0.27947771675783384,0.02236302973081668
18,0.2843983152390046,0.008204594254493713
19,0.28194519253391825,0.007270198781043291
20,0.2781670679432893,0.016599955037236214
21,0.270950091316372,0.01674123201519251
22,0.26705536123628826,-0.0011629415675997734
23,0.26648125424022345,0.00685733372423177
24,0.2662664120101498,0.025697867696483932
25,0.2511557149046623,0.010222601219235608
