,lambda_val,correlation
0,1.0,-0.44834938645362854
1,1.4,-0.10867767532666524
2,1.9599999999999997,0.2018433113892873
3,1.4,-0.16116224353512126
4,1.9599999999999997,0.09990757207075755
5,1.9599999999999997,0.05630812048912048
6,1.9599999999999997,0.4974657346804937
7,1.4,0.3170426239569982
8,1.0,0.16660020003716153
9,0.7142857142857143,0.03453867882490158
10,0.7142857142857143,-0.018343966454267502
11,0.7243246669178897,0.10475185909308493
12,0.3592860967113725,-0.07883674278855324
13,0.534150254676749,0.023395976051688194
14,0.4089072418911782,-0.0856550351406137
15,0.5344823755794694,-0.05803553232302268
16,0.5931401302844589,-0.0004949055922528109
17,0.5951332032618053,0.018540303222835064
18,0.5903916545257542,-0.012240897786493102
19,0.5966961422736783,-0.005124861219276984
20,0.5950757849792441,-0.024871457368135452
21,0.57852650123189,0.0021306100146224103
22,0.5990608736701194,-0.02280905571145316
23,0.6042503391412184,-0.03812484220058347
24,0.6246762498396435,-0.032640032373213515
25,0.6488741164312964,-0.011655961607175414
