,lambda_val,correlation
0,1.0,-0.13943463315566382
1,1.4,0.13558080233633518
2,1.0,0.03645397583022714
3,1.0,0.061349931328246995
4,1.0,0.05232281734546025
5,1.0,-0.038504594936966896
6,1.0,0.002850927722950777
7,1.0,-0.03416020547350247
8,1.0,0.0312136330952247
9,1.0,-0.04761641938239336
10,1.0,-0.04791583586484194
11,0.9946873305152328,-0.018690072000026703
12,0.999538708980198,-0.016624811202442892
13,1.0012954646802856,-0.0542677737151583
14,0.9875367599788768,-0.05236608721315861
15,1.0178355674304067,-0.06802447186782956
16,0.9691078705187393,-0.04513710085302591
17,0.7427964556057932,-0.14190363014737764
18,1.0848256141698904,-0.026262781233526766
19,1.1286409192509483,-0.03060691927870115
20,1.1583120679034131,-0.04293328647812207
21,1.2093874681763033,-0.009946534720559914
22,1.230391453708582,-0.04297736721734206
23,1.2936913870646949,-0.015437850418190163
24,1.3170712965719975,-0.034923369244400725
25,1.3655296750473207,-0.031910475343465805
